Column1,Column2,Column3
@FlyingMonkeys16,@SenatorBurr,Mention
@CntryGrl1980,@AmyMek,RT
@Diannamod,@UltraViolet,RT
@Diannamod,@SenateDems,Mention
@disappointedkat,@LabSplice,RT
@J_Alderete,@latimes,Reply
@anniegrafmiller,@SethMacFarlane,RT
@Powerfactor1,@maybewise,RT
@UsesBadWords,@kumailn,RT
@l0ftydrEameR,@CharlesMBlow,RT
@rob_schrader,@POTUS,Reply
@MOMMASOPH,@ItsDanSheehan,RT
@plyreen,@UltraViolet,RT
@plyreen,@SenateDems,Mention
@pwpgarden,@TheDemocrats,RT
@louis3288,@KGBVeteran,RT
@mattwarnerxxx,@jfreewright,RT
@maryann_penza,@AmyMek,RT
@wlfpack81,@tonyposnanski,RT
@caflyguy29,@SethMacFarlane,RT
@PadiHenderson,@weprogressives,RT
@broker1ajs,@chiIIinois,RT
@SueMoenius,@Diane_7A,RT
@JessieLou123,@catvalente,RT
@Mr_Jeff_Jewett,@MrTommyCampbell,RT
@buzzardsoft,@yashar,RT
@RPatrick08,@RPatrick08,Tweet
@KateMessner,@KateMessner,Tweet
@Parkerk10,@SethMacFarlane,RT
@_juanncaa,@EriKagamiSews,RT
@lionessmom76,@molly_knight,RT
@skilledscribe,@savagkat,RT
@semirose,@PaperClippe,RT
@vvarner334,@MichaelSkolnik,RT
@MorphoJane,@kylegriffin1,RT
@AugustsGreatest,@ItsDanSheehan,RT
@schlock_wave,@bennydiego,RT
@CherylAschenbr2,@kentpg,RT
@CoreydaAlbanian,@CoreydaAlbanian,Tweet
@HillaryOlsen23,@CNN,RT
@Hellaqueen4life,@JohnFugelsang,RT
@HD_Bones,@AmyMek,RT
@emilylauracosta,@ChrisMurphyCT,RT
@nada_abuu,@antoniodelotero,RT
@CrabbeAnita,@CharlesMBlow,RT
@tevgvn,@StephenAtHome,RT
@gwilmore,@jimgeraghty,RT
@slugbiker,@TheLewisBlack,RT
@DrRubidium,@DrRubidium,Tweet
@Dacquerie,@CREDOMobile,RT
@Dacquerie,@SenateGOP,Mention
@VriskaChat,@VriskaChat,Tweet
@annette2372004,@mmpadellan,RT
@Bad_Woof,@Karoli,RT
@BottleOfSquid,@Stonekettle,RT
@nardbagman,@RubyCodpiece,RT
@lakanen,@ALT_DOJ,RT
@lakanen,@AltNatParkSer,Mention
@aspen7698,@naretevduorp,RT
@aspen7698,@SenJohnMcCain,Mention
@aspen7698,@LindseyGrahamSC,Mention
@Honeybeeontime,@Green_Footballs,RT
@itisdemocracy,@jbendery,RT
@yungareal,@RonnienDonnie,RT
@70wd3r,@SenJohnMcCain,Reply
@JohnRiordanGee,@jacremes,RT
@moondogster69,@oliverdarcy,RT
@moondogster69,@rilaws,Mention
@ElizabethWade44,@AmyMek,RT
@grannygethealth,@HeyTammyBruce,RT
@nicoletaryn1,@thehill,RT
@realkayrowe,@thinkprogress,RT
@RickHelpa,@RickHelpa,Tweet
@CMaeWeirich,@ALT_DOJ,RT
@JesseFalken,@AltNatParkSer,RT
@coiewcats,@BernieSanders,RT
@KMOToole,@StephenAtHome,RT
@johnnyhanson25,@huntigula,RT
@fox_gretchen,@EdwardTHardy,RT
@stshinn,@AnnmarieRod21,RT
@stshinn,@marcorubio,Mention
@mommadona,@yashar,RT
@mommadona,@drjillste,Mention
@HaileyRade,@GeonnCannon,RT
@monica2debbie,@Alyssa_Milano,RT
@monica2debbie,@lisamurkowski,Mention
@monica2debbie,@SenatorCollins,Mention
@obsessivelyMe,@jbendery,RT
@FloozyCountess,@FloozyCountess,Tweet
@stephschuldes,@SethMacFarlane,RT
@misinsimilla,@NoWayNRA1,RT
@nutupdate,@SethMacFarlane,RT
@Sesjones,@JuddLegum,RT
@BarackPanther,@Green_Footballs,RT
@pat_marzola,@pat_marzola,Tweet
@wazzucoug99,@andrewjgregor,RT
@deathfrights,@ramonctaylor,RT
@GloriaMiele,@JohnFugelsang,RT
@janeray777,@Pappiness,RT
@alyciacheng,@GeorgeTakei,RT
@_Jenniferwu,@SethMacFarlane,RT
@Marwa_Z3L,@ItsDanSheehan,RT
@ChezAprilKern,@charliekirk11,RT
@ChezAprilKern,@SenatorDurbin,Mention
@ResistanceShirt,@AbsurdiaMorning,RT
@ElleEmEyeTee,@SethMacFarlane,Reply
@ElleEmEyeTee,@thisisTW,Mention
@JoshInANutshell,@GeorgeTakei,RT
@HaislopVictor,@repubmillennial,RT
@Phillygirl1441,@yashar,RT
@Phillygirl1441,@drjillste,Mention
@MaraKeisling,@TransEquality,RT
@MaraKeisling,@NBCNews,Mention
@singofhisgrace,@DKMatai,RT
@AGremlinStorm,@AGremlinStorm,Tweet
@Elements4Beauty,@Impeach_D_Trump,RT
@bordersnbetween,@brianklaas,RT
@V_Williamson,@publichistory,RT
@V_Williamson,@elizkmann,Mention
@V_Williamson,@usedgov,Mention
@MarizzaSofia,@FoxNews,RT
@MarizzaSofia,@PressSec,Mention
@MarizzaSofia,@VP,Mention
@RubyCodpiece,@RubyCodpiece,Tweet
@SuZeeQP,@BetsyDeVos,Reply
@yo_bk,@RogueCPI,RT
@antonia4347,@Darren32895836,RT
@antonia4347,@realDonaldTr,Mention
@MikoCatalano,@BenariLee,RT
@SkimpySayWhat,@Alt_DeptofED,RT
@missify,@JohnFugelsang,RT
@Billy_Bob_Billy,@TallahForTrump,RT
@Billy_Bob_Billy,@SenatorCollin,Mention
@Kristinrhianna,@Omundson,RT
@E44_JJ,@TheDemocrats,RT
@ravan5,@SethMacFarlane,RT
@O11235813213455,@griffindivein,RT
@Zaranai,@katefeetie,RT
@thebiscuit07,@StephenAtHome,RT
@amashcraft,@SethMacFarlane,RT
@ZacharyJDenney,@ShaunKing,RT
@beckitrudell,@goldengateblond,RT
@freddelams,@tonyposnanski,RT
@Jess4_RK,@brianklaas,RT
@AliceJWGreen,@PaulaRivera45,Reply
@UncleRee1,@Green_Footballs,RT
@hmullphoto,@EricBoehlert,RT
@AASPBY,@AASPBY,Tweet
@_K8Fisher,@azalben,RT
@RobGehringNFL,@rmayemsinger,RT
@aaronjhawley,@aaronjhawley,Tweet
@njjohnc,@now7grandkids,RT
@hokiejokie,@StephenAtHome,RT
@SweetLouCvijan,@BetsyDeVos,Reply
@lavendernckl,@Pres_Bartlet,RT
@drshirer,@sturgie19,RT
@drshirer,@RonJohnsonWI,Mention
@drshirer,@SenRonJohnson,Mention
@ChiHoneyBear,@pharris830,RT
@ChiHoneyBear,@miamine,Mention
@nivey,@ananavarro,RT
@frankmonachello,@KamalaHarris,RT
@eegodess,@OccupyDemocrat1,RT
@heffebaycay,@yoyoha,RT
@SincerelyQuin_,@JohnFugelsang,RT
@jacoblp,@jacoblp,Tweet
@OhDianeMarie,@alexandraerin,RT
@minpyostan,@PRESlDENTBANNON,RT
@cww35,@AltNatParkSer,RT
@ShaynaLMoreau,@imillhiser,RT
@attackofthemark,@attackofthemark,Tweet
@MelissssaO,@MichaelSkolnik,RT
@BridgetAmelia32,@StephenAtHome,RT
@kyblot,@ramonctaylor,RT
@SusanDa99723710,@DKMatai,RT
@JonnyOates,@TEN_GOP,RT
@GamingAngelGabe,@ItsDanSheehan,RT
@solutionary52,@ChristiChat,Reply
@RednaxalA,@RednaxalA,Tweet
@mylifesasong14,@mylifesasong14,Tweet
@earthjunkie2,@SethMacFarlane,RT
@mayread3,@tonyposnanski,RT
@kaseyseesit,@ItsDanSheehan,RT
@foggybottomgal,@bradlander,RT
@AndrewANadal,@SethMacFarlane,RT
@Trevalayn,@EdwardTHardy,RT
@donna_portas,@theRza2u,RT
@kikeyike,@theneedledrop,RT
@DeliMeli,@RVAwonk,RT
@Bblluueess1,@JordanUhl,RT
@VlDEOSTARK,@_RickyMinaj,RT
@mich3llepach,@ItsDanSheehan,RT
@alexnordzzz,@alexnordzzz,Tweet
@rashizi,@SethMacFarlane,RT
@deesurgtec,@edsbs,RT
@AlisonPulcher,@Pres_Bartlet,RT
@GregTeeIII,@deray,RT
@fknrightchicago,@Pappiness,RT
@alijepson,@danpfeiffer,RT
@mollydawsonx,@1Lcampesino,RT
@MyWifeIsFunnier,@wilw,RT
@MeliekaL,@audreywatters,RT
@ddmcd,@Pres_Bartlet,RT
@s0phes1726,@ALT_DOJ,RT
@emohammed2005,@TwitterMoments,RT
@_C4m3r0n_,@ItsDanSheehan,RT
@bukworm1906,@alexandraerin,RT
@CheleT09,@CharlesMBlow,RT
@alainbalano,@ItsDanSheehan,RT
@kimaxoxo,@ramonctaylor,RT
@kelliebanc,@stevesilberman,RT
@kelliebanc,@xdelmar59,Mention
@Jessiebailin,@GeorgeTakei,RT
@abzun_lisa,@jeremyscahill,RT
@mcnamaraorama,@Plato2NATO,RT
@Redmeheart,@YoungDems4Trump,RT
@vid_icarus,@vid_icarus,Tweet
@_TheHNIC_,@TylerACherry,RT
@517esperanza444,@EugeneLeeYang,RT
@silvianicholson,@SenBookerOffice,RT
@SusannahMiller,@SenatorIsakson,Reply
@rulm15,@JordanUhl,RT
@RichSerenkov,@StephenAtHome,RT
@Harry__CM,@OnionPolitics,RT
@BrettHulett,@thinkprogress,RT
@evelyn_99g,@charliekirk11,RT
@trudiemonk,@SenatorBurr,Reply
@4EverTexanEsq99,@KatTimpf,RT
@DebFreedomVoice,@ms_erika74,RT
@sydschaefer,@CornOnTheGoblin,RT
@LittleGreenHero,@danpfeiffer,RT
@justcarina68,@LivingBlueinRed,RT
@nharpermn,@annalecta,RT
@germanisolorza1,@travelfarnow,RT
@USRealityCheck,@USRealityCheck,Tweet
@LisaYee1,@LisaYee1,Tweet
@Kimberl29096724,@richardburr,Reply
@Kimberl29096724,@Thomtillis,Mention
@AynRandPaulRyan,@WGPIII,Reply
@AynRandPaulRyan,@POTUS,Mention
@Mirohan,@Mirohan,Tweet
@sixdegreesrcrds,@Gizmodo,RT
@barhoom_goat,@LibyaLiberty,RT
@Saltyfangirl,@SethMacFarlane,RT
@WaynesterAtl,@jaymohr37,Reply
@WaynesterAtl,@lisamurkowski,Mention
@WaynesterAtl,@SenatorCollins,Mention
@WaynesterAtl,@marcorubio,Mention
@evolvevangelist,@TomNamako,RT
@evolvevangelist,@POTUS,Mention
@evolvevangelist,@VP,Mention
@geri_rickert,@jbendery,RT
@Alianora84,@AmeliaHammy,RT
@GregTeeIII,@itzzkait,RT
@NOrangePOTUS,@NOrangePOTUS,Tweet
@lilbadbitches,@Travon,RT
@random_inique,@jyoungwhite,RT
@ChaseBranch,@ChaseBranch,Tweet
@haychristiano,@1Lcampesino,RT
@kittyFitz50,@ChrisMurphyCT,RT
@cat_next_door,@Alyssa_Milano,RT
@cat_next_door,@lisamurkowski,Mention
@cat_next_door,@SenatorCollins,Mention
@LizzyAfable,@kumailn,RT
@CrazyBob48,@forditude1968,RT
@Masterofsounds,@ChloeBennet4,RT
@layla07122,@charliekirk11,RT
@lollabees,@CharlesMBlow,RT
@zacksmeg,@JoshMalina,RT
@meguls,@SethMacFarlane,RT
@kat97140,@SethMacFarlane,RT
@WritingTip,@WritingTip,Tweet
@margaretcharms,@msmalleypowell,RT
@RMMcDowell,@StephenAtHome,RT
@KCloudK,@TheRReport,RT
@trevor_teague,@PatVPeters,RT
@Pegtopm,@IMPL0RABLE,RT
@GreenGemini93,@SethMacFarlane,RT
@rosiemaarie,@ramonctaylor,RT
@JasenFlint,@seanmdav,RT
@Butterfly4Am,@TallahForTrump,RT
@Butterfly4Am,@VP,Mention
@Tera_Volta,@charliekirk11,RT
@regandelone,@ALT_DOJ,RT
@lionschmion,@BrianWithCheese,RT
@JDolon23,@EdwardTHardy,RT
@Lynn2380,@RonnienDonnie,RT
@Robert_Wasabi,@StephenAtHome,RT
@CaseyDa71834115,@YoungDems4Trump,RT
@totesppresh,@TatianaKing,RT
@totesppresh,@TheDemocrats,Mention
@beytaFISH89,@natelundy,RT
@beytaFISH89,@SenCoryGardner,Mention
@WCDBTT,@StephenAtHome,RT
@sportsgeek19,@CREDOMobile,RT
@sportsgeek19,@SenateGOP,Mention
@thetokist,@AltNatParkSer,RT
@MadDogLane1984,@TheLewisBlack,RT
@Lobsterjesque,@wilw,RT
@donnamoon81146,@realjack_bailey,RT
@grechukj,@WhoseRyanStiles,RT
@veronicallende,@vicenews,RT
@gbread2481,@AmyMek,RT
@bujuananon,@LeavittAlone,RT
@1cheezymonkey,@BrianWithCheese,RT
@cynomyso,@AltNatParkSer,RT
@amandalago_,@GeorgeTakei,RT
@rtruelov79,@SenToddYoung,Reply
@shannoSteve,@KimStrassel,RT
@shannoSteve,@newyor,Mention
@timjeffs565,@JohnLeguizamo,RT
@CatherineHarke2,@ginalou,RT
@Minten__Asian,@Essence,RT
@DigiRanger1994,@Green_Footballs,RT
@TwoBitManchild,@TheOtherLeslie,RT
@seangw83,@ChooChooLife,Reply
@RynoOnAir,@RynoOnAir,Tweet
@maud18,@JoyAnnReid,RT
@ChieftainNews,@ChieftainNews,Tweet
@GreenaBina007,@SethMacFarlane,RT
@MarshaTaylor247,@attn,RT
@Ankian4,@SethMacFarlane,RT
@lyndellmbade,@bradlander,RT
@jentalkstoomuch,@jentalkstoomuch,Tweet
@earthbounn,@BrianWithCheese,RT
@Adelita7,@TallahForTrump,RT
@Adelita7,@VP,Mention
@cbuller13,@RogueNASA,RT
@cbuller13,@gizmodo,Mention
@GerbusJames,@POTUS,RT
@mikedahammer_,@mikedahammer_,Tweet
@blondie11187,@ALT_DOJ,RT
@growing0up0girl,@growing0up0girl,Tweet
@EveWeb,@EveWeb,Tweet
@PaulyyyVee,@kylegriffin1,RT
@MelvinSharples,@pattonoswalt,RT
@sweatybird,@BrianWithCheese,RT
@shellygorham,@StephenAtHome,RT
@Dave_Cochran,@owillis,RT
@AlexClement,@ALT_DOJ,RT
@ohiophinfan1037,@AmyMek,RT
@Dr4mus,@Dr4mus,Tweet
@Dysonpodcast,@jonfavs,RT
@Dysonpodcast,@JeffFlake,Mention
@Dysonpodcast,@DeanH,Mention
@SkimpySayWhat,@GeorgeTakei,RT
@DavidHartmann,@KevinNR,RT
@saaaarrrrrr,@leahmcelrath,RT
@foggybottomgal,@qnineteenb,RT
@linoki,@linoki,Tweet
@MeggieOfCourse,@SethMacFarlane,RT
@Must_Have_Media,@Must_Have_Media,Tweet
@MasonTomoko,@AliceJWGreen,RT
@MasonTomoko,@PaulaRivera45,Mention
@AlecJMejia,@kumailn,RT
@hardhouz13,@Tortington,RT
@ogilogilogil,@StephenAtHome,RT
@ThatWomanThing,@SenSanders,RT
@NathanTunell,@OurRevolution,RT
@laclyo29,@GeorgeTakei,RT
@squzzle,@CarolineWalkerB,RT
@oliviaag46,@yarbro,RT
@kbiegel,@kbiegel,Tweet
@mmmtylerkimball,@ALT_DOJ,RT
@KellyLiz1321,@kumailn,RT
@lovelyjessij,@CharlesMBlow,RT
@taylorgaudette_,@oliviaxlapolla,RT
@CaWalgren,@CaWalgren,Tweet
@EricNowsublime,@GeorgeTakei,RT
@sweeterwman,@ItsDanSheehan,RT
@JefferyDuke,@RogueNASA,RT
@JefferyDuke,@gizmodo,Mention
@barkflight,@JoyAnnReid,RT
@its_emin,@ItsDanSheehan,RT
@chazmaas,@chazmaas,Tweet
@zoeswensong,@ItsDanSheehan,RT
@GreenDayAngel,@GeorgeTakei,RT
@Dave_BSH,@wilw,RT
@ZeldaKrup1,@CharlesMBlow,RT
@Matto00,@jbendery,RT
@ReyesMari_,@kates1158,RT
@kentwilliam94,@AmyMek,RT
@gerhart_jamie,@SethMacFarlane,RT
@RuneK_15,@brianklaas,RT
@ilovejesus_57,@TEN_GOP,RT
@PeterEisner,@MMFlint,RT
@DeniseVercosa,@GeorgeTakei,RT
@zaneEsanders,@LivingBlueinRed,RT
@jonhloomis,@wilw,RT
@aox_25,@bradlander,RT
@leighton_olsson,@Daisybelll,RT
@chickdelalynch,@ALT_DOJ,RT
@Bieboca,@StephenAtHome,RT
@thuanlee,@StephenAtHome,RT
@Trevalayn,@SenSanders,RT
@NetworkJunkyz,@LindseyGrahamSC,Mention
@Clynton,@Clynton,Tweet
@ohnogurl,@MichaelSkolnik,RT
@LMPSEBRING,@WyllieForGov,RT
@_silver_lining,@NatureGuy101,RT
@_silver_lining,@GOP,Mention
@melanienicolel,@ItsDanSheehan,RT
@TheKennyMiles,@NormOrnstein,RT
@FakeJackGreene,@FakeJackGreene,Tweet
@tbalc_,@sarahdessen,RT
@khcopeland1,@FlaDems,RT
@khcopeland1,@marcorubio,Mention
@Jrudolph23,@ALT_DOJ,RT
@JoRdYn_wArD_,@StephenAtHome,RT
@neils46,@jobeckerhrw,RT
@janeray777,@catvalente,RT
@guessnoideas,@TEN_GOP,RT
@AltDptEducation,@fredchever,RT
@AltDptEducation,@marcorubio,Mention
@AltDptEducation,@AltDptEducation,Mention
@KaraLynnClingan,@katefeetie,RT
@rudolphreindee6,@BiglyPrez,RT
@Dogger55,@JohnFugelsang,RT
@linsefilm,@RogueNASA,RT
@linsefilm,@gizmodo,Mention
@evilcoconut7,@youngblackcon,RT
@Imani_Barbarin,@Imani_Barbarin,Tweet
@deesurgtec,@Impeach_D_Trump,RT
@TinaJac22661258,@ParaComedian09,RT
@SquarePeaches,@AynRandPaulRyan,RT
@call_me_salome,@call_me_salome,Tweet
@GentTrooper,@BrianWithCheese,RT
@NFLCavemanDoctr,@rmayemsinger,RT
@2food,@JoyAnnReid,RT
@gottaluv_Kierra,@Pappiness,RT
@GayConservativ2,@charliekirk11,RT
@GayConservativ2,@SenatorDurbin,Mention
@voodoo_blonde,@catvalente,RT
@cadillackiller,@MichaelSkolnik,RT
@TacTKrl,@Jbrous14,RT
@sophistryshield,@sjredmond,RT
@Nichola64612052,@kenbone18,RT
@Nichola64612052,@kenbone18,Mention
@EllenRamey,@NicholasFerroni,RT
@EllenRamey,@BetsyDeVos,Mention
@sandboxvet1,@EWErickson,RT
@Preach_Council,@TatianaKing,RT
@Preach_Council,@TheDemocrats,Mention
@allvotesarein,@NyleDiMarco,RT
@JenniferMusial,@JenniferMusial,Tweet
@JerodA23,@vicenews,RT
@LarryDRaglandJr,@LarryDRaglandJr,Tweet
@Ben_M_Berry,@StephenAtHome,RT
@superfluosity,@CREDOMobile,RT
@superfluosity,@SenateGOP,Mention
@jackbmills,@Impolitics,RT
@paigehughess,@MichaelSkolnik,RT
@Lalilliam,@Millennial_Dems,RT
@crossleyphoto,@GeorgeTakei,RT
@bonebrake,@SethMacFarlane,RT
@jonsain,@SethMacFarlane,RT
@lovetamush,@JuddLegum,RT
@frank1569,@theRza2u,RT
@tlynnjensen,@UltraViolet,RT
@tlynnjensen,@SenateDems,Mention
@mattcl2000,@StephenAtHome,RT
@lkagemann,@KimStrassel,RT
@Itsharryspring,@SethMacFarlane,RT
@BigMeanInternet,@chashomans,Reply
@outspokenwitch,@esheikh_,RT
@Jessiebailin,@SandraBernhard,RT
@SlickAR5,@BigStick2013,RT
@AlisonSWLee,@epan11,Reply
@AgitatorsNeeded,@OurRevolution,RT
@Charlamaigne,@KatTimpf,RT
@PatrickSanford1,@PatrickSanford1,Tweet
@lovefilkins,@AbbyMartin,RT
@Green_Footballs,@Green_Footballs,Tweet
@mimsy314,@GeorgeTakei,RT
@luasol38,@kurteichenwald,RT
@sdoan_,@GeorgeTakei,RT
@tippcelt1,@JohnLeguizamo,RT
@yourekg_classss,@pattymo,RT
@kristianlaliber,@now7grandkids,RT
@gnschultz,@stvhamill,RT
@gnschultz,@SenatorTimScott,Mention
@empathyeducates,@empathyeducates,Tweet
@foxholescourt,@foxholescourt,Tweet
@Brambleman,@kylegriffin1,RT
@CollectedN,@CollectedN,Tweet
@LoppyLinda,@AltNatParkSer,RT
@bscovy1,@Talkmaster,RT
@edisoncummings_,@brianklaas,RT
@HowesGrant,@SethMacFarlane,RT
@keishajo9,@Alyssa_Milano,RT
@keishajo9,@lisamurkowski,Mention
@keishajo9,@SenatorCollins,Mention
@darbyrachel,@kumailn,RT
@cmcmahon,@catvalente,RT
@btransatlantic,@bennydiego,RT
@olesyakoroleva5,@HahnAmerica,RT
@olesyakoroleva5,@HahnAmerica,Mention
@olesyakoroleva5,@EatPrayVo,Mention
@TheobaldSprague,@JoyAnnReid,RT
@Jarboni72,@POTUS,RT
@BzibziBebo,@tonyposnanski,RT
@hebabe312,@1Lcampesino,RT
@Hank45678,@holdem00,Reply
@Hank45678,@Doodisgirl,Mention
@angelscookies,@SenateDems,RT
@angelscookies,@SenateDems,Mention
@63JagMk2,@ALT_DOJ,RT
@63JagMk2,@AltNatParkSer,Mention
@MamaMichia,@SethMacFarlane,RT
@ThimotyD,@brianklaas,RT
@BerlinSandra78,@JandJDad,Reply
@leapingotter,@washingtonpost,Mention
@v_sizzle,@brianklaas,RT
@Gboa_10,@RoseAnnDeMoro,RT
@jlaux1986,@TheLewisBlack,RT
@scott_wyman,@pharris830,RT
@scott_wyman,@TheW,Mention
@fresh9645,@GeorgeTakei,RT
@MOMMASOPH,@edsbs,RT
@hdamaris56,@JordanUhl,RT
@nodramahea,@TrumpSuperPAC,RT
@konanut,@KamalaHarris,RT
@DeafRedBear,@DeafRedBear,Tweet
@leeleslan,@now7grandkids,RT
@FoL2009,@Impeach_D_Trump,RT
@NC_Skins23,@LivingBlueinRed,RT
@Auld_Mac,@BrianWithCheese,RT
@TDeLynne,@JohnFugelsang,RT
@thatdudecliff,@GeorgeTakei,RT
@sjkitz,@SethMacFarlane,RT
@tooAltruistic,@deray,RT
@tbagwell64,@SethMacFarlane,RT
@SaraaaHamdy,@SethMacFarlane,RT
@darlinshel,@ALT_DOJ,RT
@darlinshel,@AltNatParkSer,Mention
@WilburTwoNose,@NolteNC,RT
@Zachylilly,@pattymo,RT
@Rosella500,@GeorgeTakei,RT
@_beckymerritt_,@StephenAtHome,RT
@PlayingItJules,@brianklaas,RT
@Goss30Goss,@OurRevolution,RT
@sandyHuggy,@aahbuhkuh,RT
@Hot_Rod_Reiss,@Hot_Rod_Reiss,Tweet
@D_Naveira,@ALT_DOJ,RT
@Anna_Mary96,@GovMatt,RT
@ACPhxAz,@charliekirk11,RT
@ACPhxAz,@SenatorDurbin,Mention
@BrianFeldbusch,@mitchellvii,RT
@Deborah00796667,@StephenAtHome,RT
@Scottmasitto,@newtgingrich,RT
@Jac1066,@TEN_GOP,RT
@jensgrb,@jensgrb,Tweet
@cmasek,@SethMacFarlane,RT
@MaestroGaeta,@jeremyscahill,RT
@WoodenLucy,@catvalente,RT
@KaylieMendoza,@ajplus,RT
@kblb73,@sarahdessen,RT
@Lisa00011122,@ChristiChat,RT
@Lisa00011122,@SenatorColli,Mention
@GNDN0451,@ALT_DOJ,RT
@mrjohngmarshall,@SethMacFarlane,RT
@mollyoday,@AltNatParkSer,RT
@LorenMack5,@LorenMack5,Tweet
@MaevoWavo,@ALT_DOJ,RT
@lori_mendicino,@LibertyNews1776,RT
@lori_mendicino,@VP,Mention
@elkmating,@elkmating,Tweet
@stevgole,@imfabulous13,RT
@kateriggio4,@OurRevolution,RT
@bethhsandoval,@KamalaHarris,RT
@imjustloganbell,@SJSchauer,RT
@winkiechance,@Alyssa_Milano,RT
@winkiechance,@lisamurkowski,Mention
@winkiechance,@SenatorCollins,Mention
@Laurinah_Jane,@stevesilberman,RT
@Laurinah_Jane,@xdelmar59,Mention
@etg219,@mms5048,RT
@Robdagh,@PRESlDENTBANNON,RT
@RobCoughsALot,@kenklippenstein,RT
@RobCoughsALot,@POTUS,Mention
@RobCoughsALot,@BetsyDeVos,Mention
@PepsiCola78910,@RickeySmiley,RT
@musicman1208,@StephenAtHome,RT
@dakan001,@thehill,RT
@twinkpiece,@twinkpiece,Tweet
@_Gary_Jones,@StephenAtHome,RT
@tc1242000,@Christiana1987,RT
@theladysrevenge,@kurteichenwald,RT
@yngvilgrofa,@deray,RT
@lindadoherty4,@thinkprogress,RT
@kathijohnson71,@RogueNASA,RT
@kathijohnson71,@gizmodo,Mention
@lilacs4lily,@France4Hillary,RT
@JordynTyler27,@StephenAtHome,RT
@_em_il_y_,@ItsDanSheehan,RT
@1ClickBiz,@1ClickBiz,Tweet
@tikitikigirl,@SethMacFarlane,RT
@fyodor_eliseev,@HahnAmerica,RT
@fyodor_eliseev,@HahnAmerica,Mention
@fyodor_eliseev,@EatPrayVo,Mention
@kylieblaisdell7,@SethMacFarlane,RT
@learn2swim442,@bennydiego,RT
@__afsanaa,@kumailn,RT
@cupidzclozet,@cupidzclozet,Tweet
@Nevill2Neville,@Nevill2Neville,Tweet
@evefox,@SenatorCollins,Reply
@Deb_Clink,@robportman,Reply
@benjammin3410,@esheikh_,RT
@CoopEats,@JuddLegum,RT
@vicarkatz,@StephenAtHome,RT
@KP_2069,@SethMacFarlane,RT
@Engracia715,@TEN_GOP,RT
@notnotAqeel,@brianklaas,RT
@chatty42,@JtotheAC,RT
@brannis2k5,@ALT_DOJ,RT
@M_Chen6,@StartedTweeting,RT
@KryptikCharles,@AltNatParkSer,RT
@restraintofpen,@AltNatParkSer,RT
@kentwilliam94,@AmyMek,RT
@aamahaffey,@RogueNASA,RT
@aamahaffey,@gizmodo,Mention
@dlmgems,@MitchWLerner,RT
@nancymaewest,@lisamurkowski,RT
@adelioATX,@SethMacFarlane,RT
@GadgetGirl19,@RogueNASA,RT
@GadgetGirl19,@gizmodo,Mention
@sJordanm17,@libshipwreck,RT
@earthjunkie2,@bennydiego,RT
@LauraMunster1,@annaxxcampbell,RT
@ConstanceHaze,@KendallRaeOnYT,RT
@heyshub,@ItsDanSheehan,RT
@MeTyWil,@YoungDems4Trump,RT
@Maddie_JC,@ItsDanSheehan,RT
@MadDogLane1984,@StephenAtHome,RT
@MckinneySara,@MckinneySara,Tweet
@cherryblossom06,@stjohnswoods,RT
@cherryblossom06,@Atamarav,Mention
@Jbird8,@itzzkait,Reply
@jeff_speicher,@ALT_DOJ,RT
@YMcglaun,@TEN_GOP,RT
@1SupremeGoddess,@sean_spicier,RT
@MDeBernardi9,@GeorgeTakei,RT
@1SG50,@sean_spicier,RT
@mujer_lg,@5thdimdreamz,RT
@Meeabh,@ItsDanSheehan,RT
@Janfrog1,@IMPL0RABLE,RT
@pflora0317,@joss,RT
@jonsain,@GeorgeTakei,RT
@lauren_richelle,@1Lcampesino,RT
@NathanTunell,@pattymo,RT
@starwyse,@starwyse,Tweet
@SuppElliott,@StephenAtHome,RT
@penelope1025,@penelope1025,Tweet
@LilRedRooster,@GeorgeTakei,RT
@carbonsaveruk,@RogueNASA,RT
@carbonsaveruk,@gizmodo,Mention
@kittykitkat37,@bornmiserable,RT
@viewsfromdunlap,@bootstrapbill1,RT
@BertPluymen,@Pogue,RT
@BBadria,@ALT_DOJ,RT
@umbasakingdom,@YourAnonNews,RT
@ahhelms,@RogueNASA,RT
@ahhelms,@gizmodo,Mention
@Megaera17,@AntonioArellano,RT
@Megaera17,@BetsyDeVos,Mention
@3rdRateRomance,@StephenAtHome,RT
@TaylorWard33,@StephenAtHome,RT
@Stray_Arrows,@vandives,Reply
@scarly_the_best,@abrewer01894,RT
@suevess,@AltNatParkSer,RT
@MaggieCorchnoy,@GeorgeTakei,RT
@daniellempaige,@jobeckerhrw,RT
@dat_Matt_tho,@MMFlint,RT
@yikesitsmaggie,@1Lcampesino,RT
@Jettlynnlato,@LindseyGrahamSC,Reply
@foggybottomgal,@ramonctaylor,RT
@Saya_relativity,@activist360,RT
@NotYoshihide,@BrianWithCheese,RT
@laceyholmes55,@HahnAmerica,RT
@laceyholmes55,@HahnAmerica,Mention
@laceyholmes55,@EatPrayVo,Mention
@nbchutkan,@pharris830,RT
@nbchutkan,@miamine,Mention
@JesseFalken,@BrianWithCheese,RT
@SandyKAlano,@JeffFlake,Reply
@TheRealToddMoor,@OnionPolitics,RT
@opinionsbyanna,@TLT16,RT
